Honda	Ridgeline	2016 Ridgeline Crew Cab	2016	Not Available	Truck	Not Available	Not Available	 Gas	Not Available	Not Available	 Four Wheel Drive	 Regular unleaded	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available
Infiniti	QX70	2014 QX70 SUV	2014	 17/24 mpg	SUV	 7-speed Shiftable Automatic	 4 Yr./ 60000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.7 L	 325 hp @ 7000 rpm	 267 ft-lbs. @ 5200 rpm	$45,850	        Yes	        Yes	        No
Infiniti	QX80	2015 QX80 SUV	2015	 14/20 mpg	SUV	 7-speed Shiftable Automatic	 4 Yr./ 60000 Mi.	 Gas	7	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 5.6 L	 400 hp @ 5800 rpm	 413 ft-lbs. @ 4000 rpm	$63,250	        Yes	        Yes	        Yes
Infiniti	QX80	2014 QX80 SUV	2014	 14/20 mpg	SUV	 7-speed Shiftable Automatic	 4 Yr./ 60000 Mi.	 Gas	7	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 5.6 L	 400 hp @ 5800 rpm	 413 ft-lbs. @ 4000 rpm	$62,700	        Yes	        Yes	        Yes
Lexus	RC 300	2016 RC 300 Coupe	2016	 19/26 mpg	Coupe	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 All Wheel Drive	 Premium unleaded (required)	 3.5 L	 255 hp @ 6400 rpm	 236 ft-lbs. @ 2000 rpm	$42,610	        Yes	        Yes	        No
Lexus	RC 200t	2016 RC 200t Coupe	2016	 22/32 mpg	Coupe	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	Inline 4	 Rear Wheel Drive	 Premium unleaded (required)	 2.0 L	 241 hp @ 5800 rpm	 258 ft-lbs. @ 1650 rpm	$39,995	        Yes	        Yes	        No
Lexus	RC 350	2016 RC 350 Coupe	2016	 19/28 mpg	Coupe	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$42,780	        Yes	        Yes	        No
Lexus	RC 350	2015 RC 350 Coupe	2015	 19/28 mpg	Coupe	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$42,790	        Yes	        Yes	        No
Lexus	NX 300h	2015 NX 300h SUV	2015	 35/31 mpg	SUV	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.5 L	 194 hp @ 5700 rpm	Not Available	$39,720	        Yes	        Yes	        No
Lexus	NX 200t	2015 NX 200t SUV	2015	 22/28 mpg	SUV	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Premium unleaded (required)	 2.0 L	 235 hp @ 4800 rpm	 258 ft-lbs. @ 1650 rpm	$34,480	        Yes	        Yes	        No
Lexus	LX 570	2015 LX 570 SUV	2015	 12/17 mpg	SUV	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	8	V8	 Four Wheel Drive	 Premium unleaded (recommended)	 5.7 L	 383 hp @ 5600 rpm	 403 ft-lbs. @ 3600 rpm	$83,180	        Yes	        Yes	        Yes
Lexus	LX 570	2016 LX 570 SUV	2016	 13/18 mpg	SUV	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	8	V8	 Four Wheel Drive	 Premium unleaded (recommended)	 5.7 L	 383 hp @ 5600 rpm	 403 ft-lbs. @ 3600 rpm	$88,880	        Yes	        Yes	        Yes
Lexus	LX 570	2014 LX 570 SUV	2014	 12/17 mpg	SUV	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	8	V8	 Four Wheel Drive	 Premium unleaded (recommended)	 5.7 L	 383 hp @ 5600 rpm	 403 ft-lbs. @ 3600 rpm	$82,630	        Yes	        Yes	        Yes
Lexus	LS 600h L	2014 LS 600h L Sedan	2014	 19/23 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V8	 All Wheel Drive	 Premium unleaded (required)	 5.0 L	 438 hp @ 6400 rpm	 385 ft-lbs. @ 4000 rpm	$120,060	        Yes	        Yes	        Yes
Lexus	IS 350 C	2015 IS 350 C Convertible	2015	 19/27 mpg	Convertible	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$47,640	        Yes	        Yes	        No
Lexus	LS 460	2016 LS 460 Sedan	2016	 16/24 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.6 L	 386 hp @ 6400 rpm	 367 ft-lbs. @ 4100 rpm	$72,520	        Yes	        Yes	        Yes
Lexus	RC F	2016 RC F Coupe	2016	 16/25 mpg	Coupe	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.0 L	 467 hp @ 7100 rpm	 389 ft-lbs. @ 4800 rpm	$62,805	        Yes	        No	        No
Lexus	IS 250 C	2015 IS 250 C Convertible	2015	 21/30 mpg	Convertible	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 Rear Wheel Drive	 Premium unleaded (required)	 2.5 L	 204 hp @ 6400 rpm	 185 ft-lbs. @ 4800 rpm	$43,360	        Yes	        Yes	        No
Lexus	GX 460	2014 GX 460 SUV	2014	 15/20 mpg	SUV	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	7	V8	 Four Wheel Drive	 Premium unleaded (required)	 4.6 L	 301 hp @ 5500 rpm	 329 ft-lbs. @ 3500 rpm	$49,085	        Yes	        Yes	        No
Lexus	RC F	2015 RC F Coupe	2015	 16/25 mpg	Coupe	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.0 L	 467 hp @ 7100 rpm	 389 ft-lbs. @ 4800 rpm	$62,400	        Yes	        No	        No
Lexus	IS 200t	2016 IS 200t Sedan	2016	 22/33 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	Inline 4	 Rear Wheel Drive	 Premium unleaded (required)	 2.0 L	 241 hp @ 5800 rpm	 258 ft-lbs. @ 1650 rpm	$37,325	        Yes	        Yes	        No
Lexus	IS 250	2015 IS 250 Sedan	2015	 21/30 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 2.5 L	 204 hp @ 6400 rpm	 185 ft-lbs. @ 4800 rpm	$36,550	        Yes	        Yes	        No
Lexus	GX 460	2016 GX 460 SUV	2016	 15/20 mpg	SUV	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	7	V8	 Four Wheel Drive	 Premium unleaded (required)	 4.6 L	 301 hp @ 5500 rpm	 329 ft-lbs. @ 3500 rpm	$50,140	        Yes	        Yes	        No
Lexus	GX 460	2015 GX 460 SUV	2015	 15/20 mpg	SUV	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	7	V8	 Four Wheel Drive	 Premium unleaded (required)	 4.6 L	 301 hp @ 5500 rpm	 329 ft-lbs. @ 3500 rpm	$49,485	        Yes	        Yes	        No
Lexus	IS 250	2014 IS 250 Sedan	2014	 21/30 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 2.5 L	 204 hp @ 6400 rpm	 185 ft-lbs. @ 4800 rpm	$36,100	        Yes	        Yes	        No
Lexus	GS 450h	2015 GS 450h Sedan	2015	 29/34 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 338 hp @ 6000 rpm	Not Available	$61,330	        Yes	        Yes	        No
Lexus	IS 250 C	2014 IS 250 C Convertible	2014	 21/30 mpg	Convertible	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 Rear Wheel Drive	 Premium unleaded (required)	 2.5 L	 204 hp @ 6400 rpm	 185 ft-lbs. @ 4800 rpm	$42,860	        Yes	        Yes	        No
Lexus	IS 300	2016 IS 300 Sedan	2016	 19/26 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 All Wheel Drive	 Premium unleaded (required)	 3.5 L	 255 hp @ 6400 rpm	 236 ft-lbs. @ 2000 rpm	$39,700	        Yes	        Yes	        No
Lexus	IS 350	2015 IS 350 Sedan	2015	 19/28 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$40,065	        Yes	        Yes	        No
Lexus	IS 350	2016 IS 350 Sedan	2016	 19/28 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$40,870	        Yes	        Yes	        No
Lexus	GS 450h	2016 GS 450h Sedan	2016	 29/34 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 338 hp @ 6000 rpm	Not Available	$63,080	        Yes	        Yes	        Yes
Lexus	GS 450h	2014 GS 450h Sedan	2014	 29/34 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 338 hp @ 6000 rpm	 254 ft-lbs. @ 4600 rpm	$60,430	        Yes	        Yes	        No
Lexus	GS F	2016 GS F Sedan	2016	 16/24 mpg	Sedan	 8-speed Shiftable Automatic	Not Available	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.0 L	 467 hp @ 7100 rpm	 389 ft-lbs. @ 4800 rpm	$84,440	        Yes	        No	        Yes
Lexus	IS 350	2014 IS 350 Sedan	2014	 19/28 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$39,615	        Yes	        Yes	        No
Lexus	IS F	2014 IS F Sedan	2014	 16/23 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.0 L	 416 hp @ 6600 rpm	 371 ft-lbs. @ 5200 rpm	$63,600	        Yes	        Yes	        No
Lexus	LS 600h L	2015 LS 600h L Sedan	2015	 19/23 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V8	 All Wheel Drive	 Premium unleaded (required)	 5.0 L	 438 hp @ 6400 rpm	 385 ft-lbs. @ 4000 rpm	$120,440	        Yes	        Yes	        Yes
Lexus	IS 350 C	2014 IS 350 C Convertible	2014	 19/27 mpg	Convertible	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	4	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$47,140	        Yes	        Yes	        No
Lexus	LS 460	2014 LS 460 Sedan	2014	 16/24 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.6 L	 386 hp @ 6400 rpm	 367 ft-lbs. @ 4100 rpm	$72,140	        Yes	        Yes	        Yes
Lexus	LS 460	2015 LS 460 Sedan	2015	 16/24 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.6 L	 386 hp @ 6400 rpm	 367 ft-lbs. @ 4100 rpm	$72,520	        Yes	        Yes	        Yes
Infiniti	Q30	2017 Q30 SUV	2017	Not Available	SUV	Not Available	Not Available	 Gas	Not Available	Not Available	 Front Wheel Drive	 Regular unleaded	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available
Lexus	ES 350	2016 ES 350 Sedan	2016	 21/31 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Front Wheel Drive	 Regular unleaded	 3.5 L	 268 hp @ 6200 rpm	 248 ft-lbs. @ 4700 rpm	$38,000	        Yes	        Yes	        No
Lexus	ES 350	2014 ES 350 Sedan	2014	 21/31 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Front Wheel Drive	 Regular unleaded	 3.5 L	 268 hp @ 6200 rpm	 248 ft-lbs. @ 4700 rpm	$36,620	        Yes	        Yes	        No
Lexus	GS 350	2015 GS 350 Sedan	2015	 19/29 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$48,600	        Yes	        Yes	        No
Lexus	ES 350	2015 ES 350 Sedan	2015	 21/31 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Front Wheel Drive	 Regular unleaded	 3.5 L	 268 hp @ 6200 rpm	 248 ft-lbs. @ 4700 rpm	$37,700	        Yes	        Yes	        No
Lexus	GS 350	2014 GS 350 Sedan	2014	 19/29 mpg	Sedan	 8-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 306 hp @ 6400 rpm	 277 ft-lbs. @ 4800 rpm	$47,700	        Yes	        Yes	        No
Lexus	ES 300h	2016 ES 300h Sedan	2016	 40/39 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.5 L	 200 hp @ 5700 rpm	Not Available	$40,920	        Yes	        Yes	        No
Mercedes-Benz	SLS AMG GT Final Edition	2015 SLS AMG GT Final Edition Convertible	2015	 13/19 mpg	Convertible	 7-speed Automated Manual	Not Available	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 6.2 L	 583 hp @ 6800 rpm	 479 ft-lbs. @ 4750 rpm	$228,080	        Yes	        Yes	        Yes
Mercedes-Benz	SLS AMG GT Final Edition	2015 SLS AMG GT Final Edition Coupe	2015	 13/19 mpg	Coupe	 7-speed Automated Manual	Not Available	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 6.2 L	 583 hp @ 6800 rpm	 479 ft-lbs. @ 4750 rpm	$221,580	        Yes	        Yes	        Yes
Mercedes-Benz	Sprinter	2016 Sprinter Van	2016	Not Available	Van	 7-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Diesel	2	Inline 4	 Rear Wheel Drive	 Diesel	 2.1 L	 161 hp @ 3800 rpm	 265 ft-lbs. @ 1400 rpm	$36,495	        Yes	        Yes	        No
Mercedes-Benz	Sprinter	2015 Sprinter Van	2015	Not Available	Van	 7-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Diesel	2	Inline 4	 Rear Wheel Drive	 Diesel	 2.1 L	 161 hp @ 3800 rpm	 265 ft-lbs. @ 1400 rpm	$35,995	        Yes	        Yes	        No
Mercedes-Benz	SLK-Class	2016 SLK-Class Convertible	2016	 25/32 mpg	Convertible	 9-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	Inline 4	 Rear Wheel Drive	 Premium unleaded (required)	 2.0 L	 241 hp @ 5500 rpm	 273 ft-lbs. @ 1300 rpm	$47,000	        Yes	        Yes	        No
Mercedes-Benz	SLS AMG GT	2014 SLS AMG GT Coupe	2014	 13/19 mpg	Coupe	 7-speed Automated Manual	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 6.2 L	 583 hp @ 6800 rpm	 479 ft-lbs. @ 4750 rpm	$201,500	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2016 SL-Class SL65 AMG	2016	 14/21 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V12	 Rear Wheel Drive	 Premium unleaded (required)	 6.0 L	 621 hp @ 4800 rpm	 738 ft-lbs. @ 2300 rpm	$217,550	        Yes	        Yes	        Yes
Mercedes-Benz	Sprinter	2014 Sprinter Van	2014	Not Available	Van	 7-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Diesel	2	Inline 4	 Rear Wheel Drive	 Diesel	 2.1 L	 161 hp @ 3800 rpm	 265 ft-lbs. @ 1400 rpm	$35,920	        Yes	        Yes	        No
Mercedes-Benz	SL-Class	2015 SL-Class SL65 AMG	2015	 14/21 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V12	 Rear Wheel Drive	 Premium unleaded (required)	 6.0 L	 621 hp @ 4800 rpm	 738 ft-lbs. @ 2300 rpm	$214,500	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2014 SL-Class SL65 AMG	2014	 14/21 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V12	 Rear Wheel Drive	 Premium unleaded (required)	 6.0 L	 621 hp @ 4800 rpm	 738 ft-lbs. @ 2300 rpm	$214,500	        Yes	        Yes	        Yes
Mercedes-Benz	SLK-Class	2016 SLK-Class AMG SLK55	2016	 19/28 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.5 L	 416 hp @ 6800 rpm	 398 ft-lbs. @ 4500 rpm	$72,600	        Yes	        Yes	        No
Mercedes-Benz	SLC-Class	2016 SLC-Class Convertible	2016	Not Available	Convertible	Not Available	Not Available	 Gas	Not Available	Not Available	 Rear Wheel Drive	 Regular unleaded	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available
Mercedes-Benz	SL-Class	2016 SL-Class Convertible	2016	 20/27 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.0 L	 329 hp @ 5250 rpm	 354 ft-lbs. @ 1600 rpm	$85,050	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2015 SL-Class Convertible	2015	 20/27 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.0 L	 329 hp @ 5250 rpm	 354 ft-lbs. @ 1600 rpm	$84,000	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2016 S-Class Sedan	2016	 17/26 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.7 L	 449 hp @ 5250 rpm	 516 ft-lbs. @ 1800 rpm	$95,650	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2014 SL-Class Convertible	2014	 18/25 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.7 L	 429 hp @ 5250 rpm	 516 ft-lbs. @ 1800 rpm	$106,700	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2016 SL-Class SL63 AMG	2016	 16/25 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.5 L	 577 hp @ 5500 rpm	 664 ft-lbs. @ 2000 rpm	$149,700	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2015 S-Class Sedan	2015	 17/26 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.7 L	 449 hp @ 5250 rpm	 516 ft-lbs. @ 1800 rpm	$94,400	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2014 S-Class Sedan	2014	 17/25 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (required)	 4.7 L	 449 hp @ 5250 rpm	 516 ft-lbs. @ 1800 rpm	$92,900	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2015 SL-Class SL63 AMG	2015	 16/25 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.5 L	 557 hp @ 5500 rpm	 664 ft-lbs. @ 2000 rpm	$147,300	        Yes	        Yes	        Yes
Mercedes-Benz	SL-Class	2014 SL-Class SL63 AMG	2014	 16/25 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.5 L	 530 hp @ 5250 rpm	 590 ft-lbs. @ 2000 rpm	$147,300	        Yes	        Yes	        Yes
Mercedes-Benz	SLS AMG GT	2014 SLS AMG GT Convertible	2014	 13/19 mpg	Convertible	 7-speed Automated Manual	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 6.2 L	 583 hp @ 6800 rpm	 479 ft-lbs. @ 4750 rpm	$208,000	        Yes	        Yes	        Yes
Mercedes-Benz	SLK-Class	2015 SLK-Class SLK55 AMG	2015	 19/28 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.5 L	 415 hp @ 6800 rpm	 398 ft-lbs. @ 4500 rpm	$70,850	        Yes	        Yes	        No
Mercedes-Benz	SLK-Class	2014 SLK-Class SLK55 AMG	2014	 19/28 mpg	Convertible	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	2	V8	 Rear Wheel Drive	 Premium unleaded (required)	 5.5 L	 415 hp @ 6800 rpm	 398 ft-lbs. @ 4500 rpm	$68,925	        Yes	        Yes	        No
Mercedes-Benz	SLK-Class	2014 SLK-Class Convertible	2014	 22/32 mpg	Convertible	 6-speed Manual	 4 Yr./ 50000 Mi.	 Gas	2	Inline 4	 Rear Wheel Drive	 Premium unleaded (required)	 1.8 L	 201 hp @ 5500 rpm	 229 ft-lbs. @ 2000 rpm	$43,525	        Yes	        Yes	        No
Mercedes-Benz	SLK-Class	2015 SLK-Class Convertible	2015	 22/32 mpg	Convertible	 6-speed Manual	 4 Yr./ 50000 Mi.	 Gas	2	Inline 4	 Rear Wheel Drive	 Premium unleaded (required)	 1.8 L	 201 hp @ 5500 rpm	 229 ft-lbs. @ 2000 rpm	$43,950	        Yes	        Yes	        No
Lexus	ES 300h	2015 ES 300h Sedan	2015	 40/39 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.5 L	 200 hp @ 5700 rpm	Not Available	$40,580	        Yes	        Yes	        No
Lexus	ES 300h	2014 ES 300h Sedan	2014	 40/39 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.5 L	 200 hp @ 5700 rpm	Not Available	$39,500	        Yes	        Yes	        No
Mercedes-Benz	S-Class	2016 S-Class S63 AMG 4MATIC	2016	 15/23 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 All Wheel Drive	 Premium unleaded (required)	 5.5 L	 577 hp @ 5500 rpm	 664 ft-lbs. @ 2250 rpm	$143,250	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2016 S-Class Hybrid	2016	 24/30 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.0 L	Not Available	Not Available	$95,650	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2015 S-Class Hybrid	2015	Not Available	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.0 L	Not Available	Not Available	$94,400	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2016 S-Class S65 AMG	2016	 13/20 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V12	 Rear Wheel Drive	 Premium unleaded (required)	 6.0 L	 621 hp @ 4800 rpm	 738 ft-lbs. @ 2300 rpm	$224,650	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2015 S-Class S63 AMG 4MATIC	2015	 15/23 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 All Wheel Drive	 Premium unleaded (required)	 5.5 L	 577 hp @ 5500 rpm	 664 ft-lbs. @ 2250 rpm	$141,450	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2015 S-Class S65 AMG	2015	 13/20 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V12	 Rear Wheel Drive	 Premium unleaded (required)	 6.0 L	 621 hp @ 4800 rpm	 738 ft-lbs. @ 2300 rpm	$222,000	        Yes	        Yes	        Yes
Mercedes-Benz	S-Class	2014 S-Class S63 AMG 4MATIC	2014	 15/23 mpg	Sedan	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V8	 All Wheel Drive	 Premium unleaded (required)	 5.5 L	 577 hp @ 5500 rpm	 664 ft-lbs. @ 2250 rpm	$139,500	        Yes	        Yes	        Yes
Mercedes-Benz	GLK-Class	2015 GLK-Class Diesel	2015	 24/33 mpg	SUV	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Diesel	5	Inline 4	 All Wheel Drive	 Diesel	 2.1 L	 200 hp @ 3800 rpm	 369 ft-lbs. @ 1600 rpm	$39,400	        Yes	        Yes	        No
Mercedes-Benz	GLK-Class	2015 GLK-Class SUV	2015	 19/25 mpg	SUV	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 302 hp @ 6500 rpm	 273 ft-lbs. @ 3500 rpm	$37,900	        Yes	        Yes	        No
Mercedes-Benz	M-Class	2014 M-Class SUV	2014	 18/24 mpg	SUV	 7-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Premium unleaded (required)	 3.5 L	 302 hp @ 6500 rpm	 273 ft-lbs. @ 3500 rpm	$47,790	        Yes	        Yes	        No
